Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary
79,Josh Childress,SF,29,BRK,14,0,7.1,0.4,1.5,.286,0.1,0.2,.333,0.4,1.3,.278,0.1,0.1,.500,0.4,0.6,1.1,0.4,0.1,0.1,0.0,0.2,1.0,237292.0
80,Earl Clark,PF,25,LAL,59,36,23.1,2.9,6.5,.440,0.6,1.8,.337,2.3,4.8,.479,0.9,1.3,.697,1.4,4.1,5.5,1.1,0.6,0.7,1.1,1.7,7.3,4250000.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
81,Victor Claver,SF,24,POR,49,16,16.6,1.5,3.9,.392,0.5,1.8,.287,1.0,2.1,.480,0.3,0.6,.467,0.6,1.8,2.4,0.9,0.5,0.2,0.9,1.5,3.8,1330000.0
82,Norris Cole,PG,24,MIA,80,4,19.9,2.2,5.3,.421,0.4,1.2,.357,1.8,4.1,.440,0.7,1.0,.650,0.2,1.4,1.6,2.1,0.7,0.1,1.3,1.9,5.6,1129200.0
83,Jason Collins,C,34,TOT,38,9,10.1,0.2,0.8,.310,0.0,0.0,,0.2,0.8,.310,0.6,0.8,.719,0.6,1.0,1.6,0.2,0.3,0.3,0.5,2.2,1.1,0
83,Jason Collins,C,34,BOS,32,7,10.3,0.3,0.7,.348,0.0,0.0,,0.3,0.7,.348,0.7,0.9,.700,0.7,1.0,1.6,0.2,0.3,0.2,0.5,2.3,1.2,0
83,Jason Collins,C,34,WAS,6,2,9.0,0.2,1.0,.167,0.0,0.0,,0.2,1.0,.167,0.3,0.3,1.000,0.2,1.2,1.3,0.3,0.3,0.7,0.3,1.8,0.7,0
84,Darren Collison,PG,25,DAL,81,47,29.3,4.2,8.9,.471,0.6,1.7,.353,3.6,7.3,.498,3.0,3.4,.880,0.4,2.3,2.7,5.1,1.2,0.1,2.1,1.7,12.0,1900000.0
85,Nick Collison,C,32,OKC,81,2,19.5,2.2,3.7,.595,0.0,0.0,.000,2.2,3.6,.603,0.7,1.0,.769,1.5,2.6,4.1,1.5,0.6,0.4,0.9,2.4,5.1,2585668.0
86,Mike Conley,PG,25,MEM,80,80,34.5,5.2,11.8,.440,1.3,3.7,.362,3.9,8.1,.476,2.9,3.5,.830,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,8000001.0
87,Will Conroy,PG,30,MIN,4,0,5.0,0.0,2.3,.000,0.0,0.8,.000,0.0,1.5,.000,0.3,0.5,.500,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0
88,Daequan Cook,SG,25,TOT,49,1,9.0,1.0,3.4,.305,0.5,1.9,.286,0.5,1.6,.329,0.2,0.2,.750,0.1,1.1,1.2,0.4,0.2,0.1,0.3,0.5,2.8,0
88,Daequan Cook,SG,25,HOU,16,1,10.3,1.3,3.7,.356,0.7,1.9,.367,0.6,1.8,.345,0.1,0.2,.667,0.3,0.8,1.1,0.6,0.4,0.1,0.4,0.8,3.4,0
88,Daequan Cook,SG,25,CHI,33,0,8.4,0.9,3.3,.278,0.5,1.8,.246,0.5,1.4,.319,0.2,0.3,.778,0.1,1.2,1.3,0.3,0.1,0.2,0.3,0.4,2.5,0
89,Chris Copeland,PF,28,NYK,56,13,15.4,3.3,6.8,.479,1.1,2.5,.421,2.2,4.3,.513,1.1,1.5,.759,0.6,1.5,2.1,0.5,0.3,0.2,0.9,1.9,8.7,3000000.0
90,DeMarcus Cousins,C,22,SAC,75,74,30.5,6.4,13.8,.465,0.1,0.3,.182,6.4,13.5,.471,4.2,5.6,.738,3.0,7.0,9.9,2.7,1.4,0.7,3.0,3.6,17.1,4916974.0
91,Jamal Crawford,SG,32,LAC,76,0,29.3,5.9,13.4,.438,2.0,5.2,.376,3.9,8.2,.477,2.8,3.3,.871,0.3,1.4,1.7,2.5,1.0,0.2,1.9,0.9,16.5,5225000.0
92,Jordan Crawford,SG,24,TOT,70,14,24.4,4.3,10.4,.415,1.2,3.5,.337,3.1,6.8,.455,1.8,2.3,.811,0.6,2.4,3.0,3.2,0.6,0.1,2.0,1.5,11.6,2162419.0
92,Jordan Crawford,SG,24,WAS,43,12,26.2,4.9,11.8,.415,1.4,4.0,.345,3.5,7.8,.451,2.0,2.5,.821,0.7,2.4,3.1,3.7,0.6,0.1,2.3,1.4,13.2,2162419.0
92,Jordan Crawford,SG,24,BOS,27,2,21.6,3.3,8.0,.415,0.9,2.8,.320,2.4,5.3,.465,1.6,2.0,.792,0.5,2.3,2.7,2.5,0.4,0.1,1.6,1.7,9.1,2162419.0
93,Jae Crowder,SF,22,DAL,78,16,17.3,1.8,4.7,.384,0.8,2.5,.328,1.0,2.2,.446,0.6,0.9,.644,0.4,1.9,2.4,1.2,0.8,0.2,0.6,1.6,5.0,788872.0
94,Dante Cunningham,SF,25,MIN,80,9,25.1,3.9,8.4,.468,0.0,0.1,.000,3.9,8.3,.472,0.8,1.3,.650,1.8,3.3,5.1,0.8,1.1,0.5,0.7,1.9,8.7,2180000.0
95,Jared Cunningham,SG,21,DAL,8,0,3.3,0.8,1.8,.429,0.3,0.4,.667,0.5,1.4,.364,0.3,0.3,1.000,0.1,0.3,0.4,0.1,0.1,0.0,0.3,0.4,2.0,1208400.0
96,Eddy Curry,C,30,DAL,2,0,12.5,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,0.5,2.0,.250,1.0,1.0,2.0,0.0,0.0,0.0,1.5,3.5,4.5,0
97,Stephen Curry,PG,24,GSW,78,78,38.2,8.0,17.8,.451,3.5,7.7,.453,4.5,10.1,.449,3.4,3.7,.900,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,9887642.0
98,Samuel Dalembert,C,31,MIL,47,23,16.3,2.9,5.4,.542,0.0,0.0,1.000,2.9,5.4,.540,0.8,1.2,.691,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,3700748.0
99,Marquis Daniels,SF,32,MIL,59,33,18.4,2.2,5.9,.376,0.3,1.2,.278,1.9,4.7,.401,0.7,0.9,.741,0.8,1.7,2.5,1.1,0.9,0.2,0.8,1.3,5.5,0
100,Anthony Davis,PF,19,NOH,64,60,28.8,5.5,10.6,.516,0.0,0.1,.000,5.5,10.5,.521,2.6,3.5,.751,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,13.5,5375760.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
101,Ed Davis,C-PF,23,TOT,81,28,20.1,3.2,6.0,.539,0.0,0.0,,3.2,6.0,.539,1.3,2.1,.617,1.9,3.8,5.7,0.8,0.5,1.0,0.8,2.4,7.7,3153860.0
101,Ed Davis,C,23,TOR,45,24,24.2,4.1,7.5,.549,0.0,0.0,,4.1,7.5,.549,1.5,2.3,.647,2.1,4.6,6.7,1.2,0.6,0.8,1.0,2.5,9.7,3153860.0
101,Ed Davis,PF,23,MEM,36,4,15.1,2.1,4.0,.517,0.0,0.0,,2.1,4.0,.517,1.0,1.8,.569,1.6,2.9,4.4,0.2,0.4,1.3,0.5,2.2,5.1,3153860.0
102,Glen Davis,PF,27,ORL,34,33,31.3,6.3,14.1,.448,0.0,0.1,.000,6.3,14.0,.450,2.5,3.4,.718,1.6,5.6,7.2,2.1,0.9,0.6,1.9,2.6,15.1,6400000.0
103,Austin Daye,SF,24,TOT,55,0,12.3,1.6,3.8,.433,0.7,1.8,.418,0.9,2.0,.445,0.5,0.6,.765,0.3,1.9,2.2,0.8,0.3,0.4,0.5,1.5,4.5,947907.0
103,Austin Daye,SF,24,DET,24,0,14.5,1.8,4.0,.443,0.9,1.7,.525,0.9,2.4,.386,0.6,0.8,.833,0.4,2.2,2.6,0.9,0.2,0.3,0.5,1.8,5.1,947907.0
103,Austin Daye,SF,24,MEM,31,0,10.6,1.5,3.6,.423,0.6,1.9,.345,0.9,1.7,.509,0.4,0.5,.688,0.2,1.7,1.9,0.7,0.3,0.5,0.5,1.3,4.0,947907.0
104,Nando De Colo,SG,25,SAS,72,6,12.8,1.5,3.3,.436,0.4,1.1,.378,1.0,2.2,.465,0.5,0.6,.795,0.3,1.6,1.9,1.9,0.6,0.1,1.1,1.2,3.8,1463000.0
105,Carlos Delfino,SF,30,HOU,67,5,25.2,3.7,9.3,.405,2.4,6.3,.375,1.4,3.0,.467,0.7,0.8,.857,0.3,3.0,3.3,2.0,1.0,0.1,1.1,1.7,10.6,3250000.0
106,Luol Deng,SF,27,CHI,75,75,38.7,6.2,14.6,.426,1.0,3.1,.322,5.2,11.5,.455,3.1,3.8,.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,14275000.0
107,Justin Dentmon,PG,27,DAL,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
108,DeMar DeRozan,SG,23,TOR,82,82,36.7,6.7,15.0,.445,0.4,1.5,.283,6.3,13.5,.463,4.3,5.2,.831,0.6,3.3,3.9,2.5,0.9,0.3,1.8,2.1,18.1,0
109,Boris Diaw,PF,30,SAS,75,20,22.8,2.4,4.4,.539,0.4,1.0,.385,2.0,3.4,.587,0.6,0.9,.723,0.9,2.5,3.4,2.4,0.7,0.4,1.1,1.9,5.8,4702500.0
110,DeSagana Diop,C,31,CHA,22,1,10.3,0.4,1.2,.296,0.0,0.0,.000,0.4,1.2,.308,0.0,0.0,.000,0.5,1.9,2.3,0.6,0.2,0.7,0.4,0.9,0.7,0
111,Keyon Dooling,PG,32,MEM,7,0,11.7,1.4,3.0,.476,0.7,1.7,.417,0.7,1.3,.556,0.9,1.0,.857,0.0,0.1,0.1,1.1,0.1,0.0,0.7,1.1,4.4,0
112,Toney Douglas,PG,26,TOT,71,0,18.2,2.6,6.6,.403,1.2,3.0,.380,1.5,3.5,.424,1.1,1.2,.905,0.5,1.5,1.9,2.1,1.0,0.0,1.1,2.0,7.5,1600000.0
112,Toney Douglas,PG,26,HOU,49,0,18.6,2.8,7.2,.395,1.2,3.3,.377,1.6,3.9,.411,1.2,1.4,.882,0.5,1.4,1.8,1.9,0.8,0.0,1.1,2.1,8.1,1600000.0
112,Toney Douglas,PG,26,SAC,22,0,17.1,2.2,5.2,.430,1.0,2.5,.389,1.3,2.7,.467,0.7,0.7,1.000,0.5,1.7,2.2,2.6,1.4,0.0,1.1,1.9,6.1,1600000.0
113,Chris Douglas-Roberts,SG,26,DAL,6,0,10.5,0.8,2.3,.357,0.0,0.7,.000,0.8,1.7,.500,1.2,1.7,.700,0.0,0.8,0.8,0.7,0.3,0.0,0.2,0.7,2.8,660619.0
114,Goran Dragic,PG,26,PHO,77,77,33.5,5.2,11.8,.443,1.1,3.6,.319,4.1,8.2,.497,3.2,4.2,.748,0.8,2.3,3.1,7.4,1.6,0.3,2.8,2.8,14.7,7500000.0
115,Andre Drummond,C,19,DET,60,10,20.7,3.5,5.7,.608,0.0,0.0,.500,3.5,5.7,.609,1.0,2.7,.371,2.8,4.8,7.6,0.5,1.0,1.6,1.0,2.4,7.9,2462400.0
116,Jared Dudley,SF,27,PHO,79,50,27.5,4.0,8.5,.468,1.3,3.4,.391,2.6,5.0,.520,1.6,2.1,.796,1.0,2.1,3.1,2.6,0.9,0.1,1.3,1.6,10.9,4250000.0
117,Chris Duhon,PG,30,LAL,46,9,17.8,1.0,2.7,.382,0.7,2.0,.363,0.3,0.7,.438,0.1,0.3,.462,0.2,1.2,1.5,2.9,0.4,0.0,0.9,1.2,2.9,1500000.0
118,Tim Duncan,C,36,SAS,69,69,30.1,7.1,14.1,.502,0.0,0.1,.286,7.1,14.0,.504,3.6,4.3,.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,10361446.0
119,Mike Dunleavy,SF,32,MIL,75,3,25.9,3.7,8.3,.442,1.7,4.0,.428,2.0,4.3,.455,1.4,1.7,.820,0.4,3.5,3.9,1.9,0.5,0.5,1.2,1.8,10.5,3183000.0
120,Kevin Durant,SF,24,OKC,81,81,38.5,9.0,17.7,.510,1.7,4.1,.416,7.3,13.6,.539,8.4,9.3,.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,16460538.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
121,Devin Ebanks,SF,23,LAL,19,3,10.4,1.3,3.8,.329,0.3,1.2,.273,0.9,2.7,.353,0.6,0.7,.786,0.5,1.6,2.2,0.5,0.2,0.1,0.6,1.2,3.4,0
122,Wayne Ellington,SG,25,TOT,78,21,21.3,2.9,6.8,.427,1.2,3.1,.392,1.7,3.7,.457,0.9,1.0,.907,0.3,1.8,2.1,1.3,0.6,0.0,0.7,1.0,7.9,2652000.0
122,Wayne Ellington,SG,25,MEM,40,4,16.9,2.0,5.0,.407,1.0,2.4,.423,1.0,2.6,.392,0.4,0.4,.938,0.1,1.2,1.3,1.1,0.4,0.0,0.6,1.0,5.5,2652000.0
122,Wayne Ellington,SG,25,CLE,38,17,25.9,3.8,8.7,.439,1.4,3.8,.371,2.4,4.9,.492,1.4,1.6,.898,0.5,2.5,3.0,1.6,0.8,0.1,0.9,1.1,10.4,2652000.0
123,Monta Ellis,SG,27,MIL,82,82,37.5,7.3,17.5,.416,1.1,4.0,.287,6.1,13.5,.454,3.5,4.6,.773,0.5,3.3,3.9,6.0,2.1,0.4,3.1,2.0,19.2,8000000.0
124,Kim English,SG,24,DET,41,0,9.9,1.0,2.7,.375,0.3,1.2,.280,0.7,1.5,.452,0.5,0.7,.724,0.2,0.7,0.9,0.6,0.4,0.1,0.5,1.1,2.9,0
125,Jeremy Evans,PF,25,UTA,37,0,5.8,0.7,1.2,.614,0.0,0.0,.000,0.7,1.2,.628,0.6,0.9,.636,0.7,0.9,1.6,0.3,0.2,0.4,0.2,0.8,2.0,1660257.0
126,Reggie Evans,PF,32,BRK,80,56,24.6,1.6,3.3,.479,0.0,0.0,,1.6,3.3,.479,1.4,2.8,.509,3.3,7.9,11.1,0.5,0.9,0.2,1.4,2.5,4.5,1695635.0
127,Tyreke Evans,SG,23,SAC,65,61,31.0,5.6,11.8,.478,0.7,2.0,.338,4.9,9.7,.508,3.2,4.2,.775,0.9,3.6,4.4,3.5,1.4,0.4,2.0,2.0,15.2,11796247.0
128,Festus Ezeli,C,23,GSW,78,41,14.4,0.9,2.2,.438,0.0,0.0,,0.9,2.2,.438,0.6,1.0,.531,1.8,2.2,4.0,0.3,0.3,0.9,0.8,2.0,2.4,1066920.0
129,Kenneth Faried,PF,23,DEN,80,80,28.1,4.8,8.6,.552,0.0,0.0,,4.8,8.6,.552,2.0,3.3,.613,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9,11.5,1367640.0
130,Derrick Favors,PF,21,UTA,77,8,23.2,3.6,7.4,.482,0.0,0.1,.000,3.6,7.3,.487,2.3,3.4,.688,2.4,4.7,7.1,1.0,0.9,1.7,1.7,3.2,9.4,6008196.0
131,Raymond Felton,PG,28,NYK,68,68,34.0,5.5,13.0,.427,1.4,3.8,.360,4.2,9.2,.455,1.5,1.9,.789,0.8,2.1,2.9,5.5,1.4,0.2,2.3,1.9,13.9,3637073.0
132,Landry Fields,SF,24,TOR,51,22,20.3,2.0,4.4,.457,0.0,0.3,.143,2.0,4.1,.478,0.7,1.0,.642,1.2,2.9,4.1,1.2,0.6,0.2,0.8,1.2,4.7,6250000.0
133,Derek Fisher,SG-PG,38,TOT,33,9,17.4,1.7,4.9,.342,0.9,2.4,.375,0.8,2.5,.309,1.1,1.2,.921,0.1,1.1,1.1,1.4,0.6,0.1,0.9,1.7,5.3,1399507.0
133,Derek Fisher,PG,38,DAL,9,9,25.4,2.6,7.2,.354,1.1,2.6,.435,1.4,4.7,.310,2.3,2.6,.913,0.0,1.7,1.7,3.4,0.6,0.2,2.0,2.7,8.6,1399507.0
133,Derek Fisher,SG,38,OKC,24,0,14.4,1.3,4.0,.333,0.8,2.4,.351,0.5,1.6,.308,0.6,0.6,.933,0.1,0.8,0.9,0.7,0.6,0.0,0.5,1.3,4.1,1399507.0
134,Evan Fournier,SG,20,DEN,38,4,11.3,2.0,4.0,.493,0.6,1.4,.407,1.4,2.6,.541,0.8,1.0,.769,0.2,0.8,0.9,1.2,0.5,0.0,0.8,1.7,5.3,1422720.0
135,Randy Foye,SG,29,UTA,82,72,27.4,3.6,9.0,.397,2.2,5.3,.410,1.4,3.7,.378,1.4,1.8,.819,0.2,1.3,1.5,2.0,0.8,0.3,1.1,2.3,10.8,3000000.0
136,Jimmer Fredette,SG,23,SAC,69,0,14.0,2.5,5.9,.421,0.9,2.3,.417,1.6,3.7,.423,1.2,1.4,.859,0.3,0.8,1.0,1.3,0.4,0.0,1.0,0.9,7.2,2439840.0
137,Joel Freeland,PF,25,POR,51,1,9.4,1.1,2.8,.408,0.0,0.0,,1.1,2.8,.408,0.4,0.5,.667,0.8,1.5,2.3,0.3,0.3,0.2,0.4,1.3,2.6,2451976.0
138,Danilo Gallinari,SF,24,DEN,71,71,32.5,5.1,12.3,.418,1.9,5.1,.373,3.2,7.2,.450,4.0,4.9,.822,0.9,4.3,5.2,2.5,0.9,0.5,1.6,1.8,16.2,10146925.0
139,Francisco Garcia,SG-SF,31,TOT,58,20,17.7,2.0,5.2,.393,1.2,3.1,.374,0.9,2.1,.421,0.3,0.4,.857,0.1,1.4,1.6,1.1,0.8,0.7,0.6,1.5,5.5,1265977.0
139,Francisco Garcia,SG,31,SAC,40,15,17.8,1.9,5.1,.376,1.0,2.7,.367,0.9,2.4,.385,0.3,0.4,.857,0.2,1.5,1.7,1.1,0.8,0.8,0.5,1.7,5.2,1265977.0
139,Francisco Garcia,SF,31,HOU,18,5,17.7,2.3,5.3,.432,1.5,3.9,.386,0.8,1.4,.560,0.3,0.4,.857,0.1,1.2,1.3,1.1,0.8,0.4,0.7,1.2,6.4,1265977.0
140,Kevin Garnett,C,36,BOS,68,68,29.7,6.2,12.5,.496,0.0,0.2,.125,6.2,12.3,.504,2.3,3.0,.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,12433735.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,0
141,Diante Garrett,PG,24,PHO,19,0,7.8,0.8,2.6,.327,0.2,0.8,.200,0.7,1.8,.382,0.3,0.5,.500,0.3,0.5,0.8,1.6,0.5,0.0,0.8,0.3,2.1,719266.0
142,Marc Gasol,C,28,MEM,80,80,35.0,5.4,10.9,.494,0.0,0.2,.071,5.4,10.7,.501,3.4,4.0,.848,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,14860523.0
143,Pau Gasol,PF,32,LAL,49,42,33.8,5.5,11.8,.466,0.2,0.6,.286,5.3,11.2,.475,2.6,3.6,.702,2.3,6.3,8.6,4.1,0.5,1.2,2.1,1.9,13.7,19285850.0
144,Rudy Gay,SF,26,TOT,75,74,35.8,6.9,16.7,.416,1.1,3.5,.323,5.8,13.2,.440,3.2,3.9,.814,1.3,4.8,6.1,2.7,1.5,0.7,2.6,2.4,18.2,17888932.0
144,Rudy Gay,SF,26,MEM,42,42,36.7,6.7,16.4,.408,1.0,3.1,.310,5.7,13.3,.431,2.9,3.7,.776,1.3,4.6,5.9,2.6,1.3,0.7,2.5,2.1,17.2,17888932.0
144,Rudy Gay,SF,26,TOR,33,32,34.7,7.3,17.1,.425,1.3,4.0,.336,5.9,13.2,.452,3.6,4.2,.856,1.3,5.1,6.4,2.8,1.7,0.7,2.8,2.9,19.5,17888932.0
145,Alonzo Gee,SF,25,CLE,82,82,31.0,3.7,9.1,.410,0.8,2.7,.315,2.9,6.4,.450,2.0,2.5,.795,0.9,3.0,3.9,1.6,1.3,0.4,1.6,2.4,10.3,3250000.0
146,Mickael Gelabale,SF,29,MIN,36,13,17.9,2.0,3.9,.518,0.4,1.4,.308,1.6,2.4,.644,0.6,0.7,.875,0.9,1.9,2.8,0.7,0.4,0.1,0.4,1.3,5.0,0
147,Paul George,SF,22,IND,79,79,37.6,6.2,14.9,.419,2.2,5.9,.362,4.1,8.9,.457,2.8,3.5,.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,3282003.0
148,Daniel Gibson,PG,26,CLE,46,3,20.0,1.8,5.4,.340,1.2,3.5,.344,0.6,1.8,.333,0.6,0.8,.703,0.1,1.2,1.3,1.8,0.7,0.1,0.7,1.9,5.4,0
149,Taj Gibson,PF,27,CHI,65,5,22.4,3.3,6.8,.485,0.0,0.1,.000,3.3,6.7,.490,1.4,2.0,.679,1.9,3.4,5.3,0.9,0.4,1.4,1.2,2.6,8.0,7550000.0
150,Manu Ginobili,SG,35,SAS,60,0,23.2,3.8,9.0,.425,1.4,3.9,.353,2.4,5.1,.480,2.7,3.4,.796,0.5,2.9,3.4,4.6,1.3,0.2,2.2,1.9,11.8,7500000.0
151,Drew Gooden,C,31,MIL,16,0,9.4,1.3,3.8,.328,0.1,0.3,.200,1.2,3.5,.339,0.7,1.0,.688,0.8,1.1,1.9,0.4,0.3,0.4,0.6,1.3,3.3,0
152,Ben Gordon,SG,29,CHA,75,0,20.8,4.1,10.1,.408,1.5,3.9,.387,2.6,6.2,.421,1.4,1.7,.843,0.2,1.5,1.7,1.9,0.5,0.2,1.8,1.8,11.2,13200000.0
153,Eric Gordon,SG,24,NOH,42,40,30.1,5.6,13.9,.402,1.3,4.1,.324,4.3,9.8,.436,4.5,5.3,.842,0.2,1.6,1.8,3.3,1.1,0.2,2.8,1.8,17.0,14283844.0
